Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
SAT - MID, 5/2/2020, 197, 5609, 58225, , , , , ,
SAT - EVE, 5/2/2020, 807, 9157, 88799, 1 18 27 28 41 49 $12.90 M/0, 009118, 11 13 20 32 36 $100000.00, , 13 16 33 58 68 +24 x5 $51.00 M/0,
SUN - MID, 5/3/2020, 164, 2031, 69371, , , , , ,
SUN - EVE, 5/3/2020, 806, 8989, 29753, , , 2 3 4 17 35 $110000.00, , ,
MON - MID, 5/4/2020, 251, 5237, 99861, , , , , ,
MON - EVE, 5/4/2020, 841, 3677, 46175, 3 4 16 28 30 33 $13.00 M/0, 972593, 6 7 10 17 21 $120000.00, , ,15 20 22 37 48 +110
TUE - MID, 5/5/2020, 956, 7865, 56417, , , , , ,
TUE - EVE, 5/5/2020, 398, 0604, 72719, , , 4 18 24 26 28 $100000.00, 7 13 17 21 45 +14 x2 $215.00 M/0, ,
WED - MID, 5/6/2020, 643, 0722, 72806, , , , , ,
WED - EVE, 5/6/2020, 904, 8311, 92458, 10 16 25 29 34 38 $13.10 M/1, 085200, 12 13 16 17 39 $110000.00, , 7 8 35 50 65 +20 x4 $59.00 M/0,
THU - MID, 5/7/2020, 017, 7079, 48560, , , , , ,
THU - EVE, 5/7/2020, 097, 3855, 01167, , , 17 21 23 24 33 $120000.00, , ,3 8 22 23 45 +150
FRI - MID, 5/8/2020, 954, 4974, 61636, , , , , ,
FRI - EVE, 5/8/2020, 910, 6921, 44904, , , 2 15 19 21 34 $130000.00, 5 20 22 61 70 +4 x2 $231.00 M/0, ,
SAT - MID, 5/9/2020, 678, 4899, 70503, , , , , ,
SAT - EVE, 5/9/2020, 412, 2958, 67304, 3 16 18 23 25 44 $1.00 M/0, 488492, 1 10 20 34 39 $140000.00, , 12 18 42 48 65 +19 x5 $68.00 M/0,
SUN - MID, 5/10/2020, 020, 0826, 06649, , , , , ,
SUN - EVE, 5/10/2020, 207, 4350, 47946, , , 1 6 33 37 38 $169000.00, , ,
MON - MID, 5/11/2020, 309, 5004, 09313, , , , , ,
MON - EVE, 5/11/2020, 121, 2731, 39880, 14 24 29 32 43 49 $1.10 M/0, 686254, 3 10 23 28 37 $209000.00, , ,1 24 28 36 45 +70
TUE - MID, 5/12/2020, 252, 3018, 90020, , , , , ,
TUE - EVE, 5/12/2020, 968, 7031, 21621, , , 10 23 25 33 39 $100000.00, 7 16 27 44 52 +5 x5 $248.00 M/0, ,
WED - MID, 5/13/2020, 741, 9504, 82144, , , , , ,
WED - EVE, 5/13/2020, 885, 8050, 03387, 16 20 23 25 37 49 $1.20 M/0, 909785, 2 7 13 14 25 $110000.00, , 39 53 54 56 57 +20 x3 $77.00 M/0,
THU - MID, 5/14/2020, 147, 4103, 83281, , , , , ,
THU - EVE, 5/14/2020, 200, 6315, 41450, , , 2 8 9 22 36 $120000.00, , ,20 26 29 34 41 +150
FRI - MID, 5/15/2020, 078, 8212, 41985, , , , , ,
FRI - EVE, 5/15/2020, 658, 8101, 66684, , , 4 11 19 27 33 $130000.00, 11 17 32 33 46 +25 x3 $266.00 M/0, ,
SAT - MID, 5/16/2020, 368, 1509, 83506, , , , , ,
SAT - EVE, 5/16/2020, 370, 4804, 58833, 17 22 23 29 31 37 $1.30 M/0, 447946, 1 14 17 29 30 $100000.00, , 8 12 26 39 42 +11 x2 $86.00 M/0,
SUN - MID, 5/17/2020, 688, 3717, 71002, , , , , ,
SUN - EVE, 5/17/2020, 588, 9956, 44725, , , 7 18 19 27 28 $100000.00, , ,
MON - MID, 5/18/2020, 764, 5251, 42214, , , , , ,
MON - EVE, 5/18/2020, 980, 9938, 70443, 11 21 22 30 43 47 $1.40 M/0, 396828, 21 33 34 35 39 $110000.00, , ,10 27 32 43 47 +100
TUE - MID, 5/19/2020, 707, 5754, 62803, , , , , ,
TUE - EVE, 5/19/2020, 133, 6533, 68839, , , 11 12 13 30 34 $120000.00, 8 19 25 36 66 +9 x2 $274.00 M/0, ,
WED - MID, 5/20/2020, 443, 1693, 65738, , , , , ,
WED - EVE, 5/20/2020, 535, 6754, 12851, 4 12 16 18 19 45 $1.50 M/0, 578982, 8 16 19 21 31 $130000.00, , 18 34 40 42 50 +9 x2 $95.00 M/0,
THU - MID, 5/21/2020, 467, 0015, 80129, , , , , ,
THU - EVE, 5/21/2020, 168, 5402, 51798, , , 3 7 13 25 30 $140000.00, , ,8 11 24 30 33 +120
FRI - MID, 5/22/2020, 538, 2478, 27639, , , , , ,
FRI - EVE, 5/22/2020, 533, 1599, 64039, , , 5 11 18 20 28 $100000.00, 8 10 20 44 46 +18 x4 $298.00 M/0, ,
SAT - MID, 5/23/2020, 266, 0861, 19294, , , , , ,
SAT - EVE, 5/23/2020, 388, 3680, 88010, 9 11 18 36 40 42 $1.60 M/0, 187311, 2 5 11 12 27 $110000.00, , 2 8 18 21 23 +16 x4 $104.00 M/0,
SUN - MID, 5/24/2020, 139, 9938, 43302, , , , , ,
SUN - EVE, 5/24/2020, 752, 3395, 12117, , , 14 20 24 35 36 $120000.00, , ,
MON - MID, 5/25/2020, 918, 8100, 26091, , , , , ,
MON - EVE, 5/25/2020, 125, 6927, 43997, 5 7 28 32 45 46 $1.70 M/0, 497597, 24 28 31 35 38 $130000.00, , ,4 28 31 32 41 +20
TUE - MID, 5/26/2020, 850, 8009, 97140, , , , , ,
TUE - EVE, 5/26/2020, 630, 5259, 39160, , , 5 6 10 14 34 $140000.00, 34 52 58 59 62 +4 x3 $313.00 M/0, ,
WED - MID, 5/27/2020, 098, 7399, 70392, , , , , ,
WED - EVE, 5/27/2020, 782, 4270, 91140, 10 20 23 29 31 42 $1.80 M/0, 586604, 5 8 19 23 24 $150000.00, , 38 58 59 64 68 +21 x3 $114.00 M/0,
THU - MID, 5/28/2020, 457, 2691, 38105, , , , , ,
THU - EVE, 5/28/2020, 185, 7942, 57834, , , 6 9 32 33 38 $164000.00, , ,1 13 36 41 44 +10
FRI - MID, 5/29/2020, 578, 1588, 07700, , , , , ,
FRI - EVE, 5/29/2020, 715, 0788, 19947, , , 1 4 9 11 26 $100000.00, 10 13 32 41 51 +3 x2 $336.00 M/0, ,
SAT - MID, 5/30/2020, 136, 7783, 93218, , , , , ,
SAT - EVE, 5/30/2020, 539, 5593, 04376, 4 10 12 14 15 18 $1.90 M/1, 848294, 6 15 16 17 31 $100000.00, , 13 32 41 58 60 +14 x2 $125.00 M/0,
SUN - MID, 5/31/2020, 353, 6491, 30885, , , , , ,
SUN - EVE, 5/31/2020, 162, 9632, 21138, , , 3 18 34 37 39 $110000.00, , ,
MON - MID, 6/1/2020, 448, 6375, 49215, , , , , ,
MON - EVE, 6/1/2020, 652, 5551, 43325, 1 5 8 21 40 48 $1.00 M/0, 712496, 1 12 16 32 39 $120000.00, , ,5 15 30 40 45 +160
TUE - MID, 6/2/2020, 996, 7225, 48592, , , , , ,
TUE - EVE, 6/2/2020, 871, 5549, 32367, , , 1 4 11 13 37 $130000.00, 9 20 23 26 29 +8 x3 $356.00 M/0, ,
WED - MID, 6/3/2020, 982, 5833, 80992, , , , , ,
WED - EVE, 6/3/2020, 460, 6810, 82214, 3 4 23 24 34 37 $1.00 M/0, 856558, 4 11 28 29 38 $140000.00, , 1 3 26 41 64 +17 x2 $135.00 M/1,
THU - MID, 6/4/2020, 953, 5932, 97450, , , , , ,
THU - EVE, 6/4/2020, 617, 7692, 07554, , , 22 26 30 35 36 $158000.00, , ,9 18 24 26 29 +80
FRI - MID, 6/5/2020, 066, 8951, 87843, , , , , ,
FRI - EVE, 6/5/2020, 917, 5454, 16343, , , 6 17 21 36 39 $207000.00, 32 35 37 47 55 +22 x3 $378.00 M/0, ,
SAT - MID, 6/6/2020, 445, 5449, 29477, , , , , ,
SAT - EVE, 6/6/2020, 327, 1778, 67104, 1 4 9 12 18 39 $1.20 M/0, 606875, 3 5 6 20 38 $257000.00, , 1 17 38 68 69 +18 x2 $20.00 M/0,
SUN - MID, 6/7/2020, 493, 1422, 20337, , , , , ,
SUN - EVE, 6/7/2020, 208, 4874, 91881, , , 1 13 18 27 29 $100000.00, , ,
MON - MID, 6/8/2020, 183, 6187, 66261, , , , , ,
MON - EVE, 6/8/2020, 012, 2974, 74714, 4 11 22 24 29 47 $1.30 M/0, 079989, 9 10 15 16 32 $110000.00, , ,26 29 31 34 40 +10
TUE - MID, 6/9/2020, 377, 9983, 10345, , , , , ,
TUE - EVE, 6/9/2020, 207, 1882, 61770, , , 16 25 26 27 33 $120000.00, 1 5 9 10 23 +22 x2 $410.00 M/1, ,
WED - MID, 6/10/2020, 737, 9206, 44713, , , , , ,
WED - EVE, 6/10/2020, 003, 7953, 28777, 7 14 17 18 38 39 $1.40 M/0, 726190, 7 14 21 28 32 $100000.00, , 10 33 41 52 54 +18 x5 $22.00 M/1,
THU - MID, 6/11/2020, 081, 1238, 66869, , , , , ,
THU - EVE, 6/11/2020, 563, 4168, 92915, , , 5 9 14 35 39 $100000.00, , ,9 24 25 29 42 +60
FRI - MID, 6/12/2020, 010, 3414, 93180, , , , , ,
FRI - EVE, 6/12/2020, 378, 5558, 99684, , , 1 2 6 11 33 $100000.00, 9 14 57 67 70 +2 x3 $20.00 M/0, ,
SAT - MID, 6/13/2020, 553, 1147, 54016, , , , , ,
SAT - EVE, 6/13/2020, 922, 8330, 01507, 15 21 24 31 32 33 $1.50 M/0, 142648, 1 14 17 20 36 $110000.00, , 2 12 32 50 65 +5 x3 $20.00 M/0,
SUN - MID, 6/14/2020, 820, 1458, 61986, , , , , ,
SUN - EVE, 6/14/2020, 269, 3161, 87711, , , 1 14 25 32 39 $120000.00, , ,
MON - MID, 6/15/2020, 631, 8526, 70848, , , , , ,
MON - EVE, 6/15/2020, 521, 3179, 24802, 7 23 25 27 41 42 $1.60 M/0, 965276, 4 8 13 23 31 $130000.00, , ,25 28 32 47 48 +140
TUE - MID, 6/16/2020, 983, 5583, 62403, , , , , ,
TUE - EVE, 6/16/2020, 333, 7929, 45989, , , 1 9 28 29 37 $100000.00, 21 23 33 35 42 +6 x3 $22.00 M/0, ,
WED - MID, 6/17/2020, 267, 8817, 53981, , , , , ,
WED - EVE, 6/17/2020, 829, 6688, 15006, 14 26 27 29 30 38 $1.70 M/0, 318038, 1 13 30 31 37 $110000.00, , 7 10 63 64 68 +10 x3 $22.00 M/0,
THU - MID, 6/18/2020, 836, 8725, 24571, , , , , ,
THU - EVE, 6/18/2020, 260, 4577, 17588, , , 10 14 18 26 33 $120000.00, , ,1 6 16 27 34 +21
FRI - MID, 6/19/2020, 255, 2929, 63241, , , , , ,
FRI - EVE, 6/19/2020, 214, 3998, 83454, , , 5 9 14 21 33 $130000.00, 11 34 36 52 66 +7 x2 $26.00 M/0, ,
SAT - MID, 6/20/2020, 468, 6425, 44242, , , , , ,
SAT - EVE, 6/20/2020, 366, 7240, 59869, 6 17 24 31 38 47 $1.80 M/0, 657952, 19 21 26 30 33 $140000.00, , 10 31 41 63 67 +5 x3 $25.00 M/0,
SUN - MID, 6/21/2020, 532, 3323, 84725, , , , , ,
SUN - EVE, 6/21/2020, 604, 7467, 91118, , , 6 7 13 34 39 $186000.00, , ,
MON - MID, 6/22/2020, 860, 7100, 86079, , , , , ,
MON - EVE, 6/22/2020, 536, 5325, 97543, 23 26 33 39 45 48 $1.90 M/0, 984244, 2 7 11 15 21 $227000.00, , ,13 33 34 43 44 +10
TUE - MID, 6/23/2020, 288, 7633, 66275, , , , , ,
TUE - EVE, 6/23/2020, 147, 6973, 58484, , , 6 12 13 18 25 $100000.00, 6 20 37 40 48 +15 x3 $35.00 M/0, ,
WED - MID, 6/24/2020, 845, 0737, 54054, , , , , ,
WED - EVE, 6/24/2020, 533, 4191, 54751, 7 28 31 37 44 46 $2.00 M/0, 002085, 2 10 16 21 22 $110000.00, , 15 22 27 33 46 +23 x3 $33.00 M/0,
THU - MID, 6/25/2020, 296, 1419, 26264, , , , , ,
THU - EVE, 6/25/2020, 457, 2633, 79339, , , 2 4 12 24 39 $100000.00, , ,1 8 18 27 46 +160
FRI - MID, 6/26/2020, 281, 7738, 36790, , , , , ,
FRI - EVE, 6/26/2020, 713, 4749, 42240, , , 14 20 24 26 39 $110000.00, 19 33 37 56 57 +6 x2 $44.00 M/0, ,
SAT - MID, 6/27/2020, 533, 9839, 74744, , , , , ,
SAT - EVE, 6/27/2020, 950, 2264, 75523, 1 7 10 16 44 46 $2.10 M/0, 059677, 3 7 13 32 36 $120000.00, , 9 36 49 56 62 +8 x2 $42.00 M/0,
SUN - MID, 6/28/2020, 051, 0564, 19209, , , , , ,
SUN - EVE, 6/28/2020, 890, 3746, 03617, , , 5 13 16 19 39 $130000.00, , ,
MON - MID, 6/29/2020, 259, 7036, 46343, , , , , ,
MON - EVE, 6/29/2020, 642, 3088, 05934, 3 9 19 20 24 26 $2.20 M/0, 212577, 5 26 29 30 34 $140000.00, , ,6 12 16 19 22 +20
TUE - MID, 6/30/2020, 269, 2392, 42205, , , , , ,
TUE - EVE, 6/30/2020, 873, 4364, 41106, , , 6 14 25 34 35 $160000.00, 9 16 29 37 53 +11 x2 $53.00 M/0, ,
WED - MID, 7/1/2020, 610, 6639, 12839, , , , , ,
WED - EVE, 7/1/2020, 815, 1975, 90470, 22 32 33 40 42 44 $2.30 M/0, 317539, 3 15 16 18 33 $206000.00, , 15 28 52 53 63 +18 x4 $51.00 M/0,
THU - MID, 7/2/2020, 439, 4645, 17742, , , , , ,
THU - EVE, 7/2/2020, 869, 3280, 33156, , , 1 3 11 12 37 $256000.00, , ,2 10 15 36 47 +180
FRI - MID, 7/3/2020, 878, 3540, 32875, , , , , ,
FRI - EVE, 7/3/2020, 397, 0259, 66320, , , 6 11 25 33 34 $301000.00, 20 40 44 45 50 +24 x2 $62.00 M/0, ,
SAT - MID, 7/4/2020, 164, 0210, 49921, , , , , ,
SAT - EVE, 7/4/2020, 698, 4928, 45349, 9 17 19 24 27 47 $2.40 M/0, 948456, 1 16 22 28 31 $368000.00, , 16 21 27 60 61 +6 x2 $60.00 M/0,
SUN - MID, 7/5/2020, 544, 4867, 59546, , , , , ,
SUN - EVE, 7/5/2020, 201, 5390, 83287, , , 23 29 30 36 38 $100000.00, , ,
MON - MID, 7/6/2020, 436, 9805, 55182, , , , , ,
MON - EVE, 7/6/2020, 873, 0031, 55498, 7 8 13 14 21 48 $2.50 M/0, 971164, 5 26 30 34 37 $110000.00, , ,2 10 40 47 48 +150
TUE - MID, 7/7/2020, 220, 3186, 84970, , , , , ,
TUE - EVE, 7/7/2020, 464, 9621, 21642, , , 4 10 15 19 20 $120000.00, 16 20 25 30 43 +18 x3 $73.00 M/0, ,
WED - MID, 7/8/2020, 459, 1015, 59719, , , , , ,
WED - EVE, 7/8/2020, 656, 3033, 28655, 4 6 36 38 44 47 $2.60 M/0, 068454, 7 11 14 23 27 $130000.00, , 3 10 34 36 62 +5 x10 $69.00 M/0,
THU - MID, 7/9/2020, 000, 7783, 71111, , , , , ,
THU - EVE, 7/9/2020, 547, 6131, 27066, , , 7 19 23 32 33 $140000.00, , ,10 24 28 33 39 +120
FRI - MID, 7/10/2020, 729, 7539, 26151, , , , , ,
FRI - EVE, 7/10/2020, 114, 3724, 37398, , , 10 16 17 18 19 $150000.00, 10 15 20 49 53 +22 x5 $83.00 M/0, ,
SAT - MID, 7/11/2020, 711, 4604, 03202, , , , , ,
SAT - EVE, 7/11/2020, 100, 0917, 02005, 6 11 14 20 37 40 $2.70 M/0, 931499, 3 13 20 32 38 $162000.00, , 14 19 61 62 64 +4 x2 $79.00 M/0,
SUN - MID, 7/12/2020, 669, 8685, 58066, , , , , ,
SUN - EVE, 7/12/2020, 548, 3991, 81229, , , 8 13 14 18 24 $212000.00, , ,
MON - MID, 7/13/2020, 058, 9977, 13605, , , , , ,
MON - EVE, 7/13/2020, 679, 3421, 81137, 5 9 12 13 37 42 $2.80 M/0, 766794, 1 23 28 30 32 $100000.00, , ,9 13 34 36 46 +100
TUE - MID, 7/14/2020, 768, 8510, 19991, , , , , ,
TUE - EVE, 7/14/2020, 668, 3985, 47662, , , 6 19 20 30 37 $110000.00, 6 26 55 56 64 +22 x4 $91.00 M/0, ,
WED - MID, 7/15/2020, 068, 5787, 69436, , , , , ,
WED - EVE, 7/15/2020, 526, 3603, 52292, 3 7 10 19 31 43 $2.90 M/0, 139356, 8 11 13 14 17 $120000.00, , 27 47 61 62 69 +4 x10 $87.00 M/0,
THU - MID, 7/16/2020, 015, 3962, 53445, , , , , ,
THU - EVE, 7/16/2020, 015, 6303, 96184, , , 10 19 29 37 39 $130000.00, , ,5 7 20 43 48 +10
FRI - MID, 7/17/2020, 643, 0440, 94873, , , , , ,
FRI - EVE, 7/17/2020, 203, 0057, 64165, , , 9 13 18 30 35 $140000.00, 12 13 21 46 57 +21 x3 $101.00 M/0, ,
SAT - MID, 7/18/2020, 342, 4920, 07641, , , , , ,
SAT - EVE, 7/18/2020, 227, 1204, 71040, 6 7 10 11 18 26 $3.00 M/0, 747178, 1 11 19 30 38 $170000.00, , 13 16 32 58 59 +9 x2 $97.00 M/0,
SUN - MID, 7/19/2020, 193, 6465, 45447, , , , , ,
SUN - EVE, 7/19/2020, 810, 9757, 85699, , , 11 23 25 27 36 $100000.00, , ,
MON - MID, 7/20/2020, 920, 2155, 81751, , , , , ,
MON - EVE, 7/20/2020, 401, 1091, 87246, 5 21 30 31 41 48 $3.10 M/0, 693750, 2 9 27 28 29 $110000.00, , ,11 15 37 40 46 +60
TUE - MID, 7/21/2020, 273, 8695, 82837, , , , , ,
TUE - EVE, 7/21/2020, 141, 2772, 87354, , , 2 4 5 15 24 $120000.00, 14 25 26 41 43 +15 x3 $113.00 M/0, ,
WED - MID, 7/22/2020, 340, 0002, 18682, , , , , ,
WED - EVE, 7/22/2020, 170, 6650, 84662, 1 2 13 25 35 42 $3.20 M/0, 999927, 2 15 18 25 28 $130000.00, , 16 25 36 44 55 +14 x3 $106.00 M/0,
THU - MID, 7/23/2020, 332, 6925, 45640, , , , , ,
THU - EVE, 7/23/2020, 669, 0767, 65057, , , 6 18 27 30 36 $100000.00, , ,5 6 23 33 45 +30
FRI - MID, 7/24/2020, 637, 3212, 62223, , , , , ,
FRI - EVE, 7/24/2020, 402, 8452, 72243, , , 2 7 19 21 30 $110000.00, 8 33 39 54 58 +17 x3 $124.00 M/1, ,
SAT - MID, 7/25/2020, 911, 0242, 38210, , , , , ,
SAT - EVE, 7/25/2020, 691, 8626, 14416, 10 18 23 39 40 48 $3.30 M/0, 262802, 10 20 27 33 37 $100000.00, , 5 21 36 61 62 +18 x2 $117.00 M/0,
SUN - MID, 7/26/2020, 677, 7528, 76521, , , , , ,
SUN - EVE, 7/26/2020, 502, 3667, 67910, , , 7 11 17 27 36 $110000.00, , ,
MON - MID, 7/27/2020, 894, 9248, 35372, , , , , ,
MON - EVE, 7/27/2020, 795, 8068, 98600, 19 30 31 34 35 39 $3.40 M/0, 547560, 1 8 23 30 36 $100000.00, , ,6 10 13 17 31 +90
TUE - MID, 7/28/2020, 152, 9525, 20055, , , , , ,
TUE - EVE, 7/28/2020, 010, 6344, 12129, , , 7 10 27 31 36 $110000.00, 17 20 27 31 34 +19 x4 $20.00 M/0, ,
WED - MID, 7/29/2020, 865, 6226, 06822, , , , , ,
WED - EVE, 7/29/2020, 040, 8114, 80775, 2 3 7 11 19 25 $3.50 M/1, 707240, 4 8 11 17 25 $100000.00, , 7 29 35 40 45 +26 x2 $126.00 M/0,
THU - MID, 7/30/2020, 743, 6112, 65339, , , , , ,
THU - EVE, 7/30/2020, 888, 7297, 67725, , , 2 3 5 24 32 $110000.00, , ,14 15 16 39 42 +100
FRI - MID, 7/31/2020, 867, 1244, 25265, , , , , ,
FRI - EVE, 7/31/2020, 707, 5842, 16423, , , 13 23 26 30 34 $100000.00, 12 35 46 48 69 +23 x2 $22.00 M/1, ,
SAT - MID, 8/1/2020, 866, 3169, 09607, , , , , ,
SAT - EVE, 8/1/2020, 341, 6773, 48335, 9 11 20 22 24 25 $1.00 M/0, 709310, 2 7 22 28 35 $110000.00, , 6 25 36 43 48 +24 x3 $137.00 M/0,
SUN - MID, 8/2/2020, 477, 1358, 66150, , , , , ,
SUN - EVE, 8/2/2020, 090, 4230, 06690, , , 1 5 16 22 33 $120000.00, , ,
MON - MID, 8/3/2020, 555, 7755, 70589, , , , , ,
MON - EVE, 8/3/2020, 398, 6407, 82271, 7 17 28 33 37 38 $1.10 M/0, 974552, 4 16 23 29 36 $130000.00, , ,4 10 20 32 46 +150
TUE - MID, 8/4/2020, 933, 0752, 90936, , , , , ,
TUE - EVE, 8/4/2020, 314, 0065, 09739, , , 2 4 6 24 27 $140000.00, 2 22 30 42 62 +20 x3 $20.00 M/0, ,
WED - MID, 8/5/2020, 235, 5135, 21930, , , , , ,
WED - EVE, 8/5/2020, 195, 7959, 24118, 1 12 29 31 35 38 $1.20 M/0, 903205, 5 7 11 30 31 $157000.00, , 7 14 17 57 65 +24 x5 $147.00 M/0,
THU - MID, 8/6/2020, 102, 8889, 41122, , , , , ,
THU - EVE, 8/6/2020, 178, 1028, 27366, , , 5 9 15 17 23 $100000.00, , ,14 18 30 43 45 +90
FRI - MID, 8/7/2020, 110, 3370, 55462, , , , , ,
FRI - EVE, 8/7/2020, 438, 3804, 98157, , , 1 7 15 33 37 $110000.00, 4 44 53 64 70 +3 x2 $22.00 M/0, ,
SAT - MID, 8/8/2020, 162, 4591, 94902, , , , , ,
SAT - EVE, 8/8/2020, 407, 7808, 56097, 3 6 12 42 43 49 $1.30 M/0, 124735, 3 5 13 29 38 $100000.00, , 2 3 14 40 51 +24 x3 $158.00 M/0,
SUN - MID, 8/9/2020, 030, 2523, 14701, , , , , ,
SUN - EVE, 8/9/2020, 602, 9922, 70217, , , 10 13 24 25 36 $110000.00, , ,
MON - MID, 8/10/2020, 020, 6908, 41006, , , , , ,
MON - EVE, 8/10/2020, 210, 5459, 32345, 1 12 22 31 42 43 $1.40 M/0, 940105, 5 6 12 28 39 $120000.00, , ,4 5 16 19 37 +10
TUE - MID, 8/11/2020, 534, 0122, 53069, , , , , ,
TUE - EVE, 8/11/2020, 488, 6449, 66938, , , 6 7 22 28 36 $130000.00, 8 22 29 43 56 +9 x4 $24.00 M/0, ,
WED - MID, 8/12/2020, 868, 8512, 70128, , , , , ,
WED - EVE, 8/12/2020, 406, 1687, 06184, 2 14 23 24 37 40 $1.50 M/0, 434240, 5 6 29 35 37 $140000.00, , 2 6 18 36 37 +21 x2 $169.00 M/1,
THU - MID, 8/13/2020, 267, 0738, 68365, , , , , ,
THU - EVE, 8/13/2020, 607, 4922, 83451, , , 7 18 20 34 35 $161000.00, , ,9 33 34 36 40 +140
FRI - MID, 8/14/2020, 297, 8855, 94818, , , , , ,
FRI - EVE, 8/14/2020, 938, 5911, 57994, , , 11 21 25 27 30 $206000.00, 3 24 29 42 47 +13 x2 $31.00 M/0, ,
SAT - MID, 8/15/2020, 601, 6566, 32698, , , , , ,
SAT - EVE, 8/15/2020, 956, 5617, 26070, 3 8 27 28 31 34 $1.60 M/0, 078852, 16 21 26 31 36 $100000.00, , 5 12 34 45 56 +3 x3 $20.00 M/0,
SUN - MID, 8/16/2020, 331, 7079, 81496, , , , , ,
SUN - EVE, 8/16/2020, 501, 3218, 84357, , , 10 21 25 29 38 $110000.00, , ,
MON - MID, 8/17/2020, 482, 7235, 29126, , , , , ,
MON - EVE, 8/17/2020, 378, 4388, 18969, 8 10 14 23 35 42 $1.70 M/0, 220602, 2 14 16 20 21 $120000.00, , ,5 9 11 17 27 +20
TUE - MID, 8/18/2020, 272, 5365, 84528, , , , , ,
TUE - EVE, 8/18/2020, 655, 7513, 21773, , , 2 25 30 34 37 $130000.00, 4 18 26 27 58 +23 x4 $40.00 M/0, ,
WED - MID, 8/19/2020, 909, 2774, 69974, , , , , ,
WED - EVE, 8/19/2020, 661, 8194, 87644, 23 24 30 37 38 41 $1.80 M/0, 255068, 11 14 20 25 28 $140000.00, , 13 23 47 55 58 +23 x10 $22.00 M/0,
THU - MID, 8/20/2020, 208, 3337, 96998, , , , , ,
THU - EVE, 8/20/2020, 542, 3583, 31332, , , 12 14 15 16 30 $168000.00, , ,9 11 18 39 40 +90
FRI - MID, 8/21/2020, 063, 2391, 73561, , , , , ,
FRI - EVE, 8/21/2020, 209, 0304, 43946, , , 2 9 14 32 33 $205000.00, 11 15 31 42 63 +14 x2 $49.00 M/0, ,
SAT - MID, 8/22/2020, 398, 0797, 65643, , , , , ,
SAT - EVE, 8/22/2020, 360, 2036, 55085, 3 13 16 17 19 47 $1.90 M/0, 570352, 9 17 20 22 35 $261000.00, , 19 30 36 42 66 +14 x3 $29.00 M/0,
SUN - MID, 8/23/2020, 822, 9060, 58532, , , , , ,
SUN - EVE, 8/23/2020, 255, 1697, 48254, , , 11 17 26 28 39 $323000.00, , ,
MON - MID, 8/24/2020, 458, 0162, 07504, , , , , ,
MON - EVE, 8/24/2020, 951, 2239, 90024, 5 12 29 30 35 42 $2.00 M/0, 068146, 3 18 23 30 37 $381000.00, , ,18 22 25 31 46 +180
TUE - MID, 8/25/2020, 863, 8046, 53922, , , , , ,
TUE - EVE, 8/25/2020, 804, 6553, 92226, , , 3 12 15 28 35 $100000.00, 8 10 15 17 57 +12 x3 $57.00 M/0, ,
WED - MID, 8/26/2020, 832, 1603, 18215, , , , , ,
WED - EVE, 8/26/2020, 009, 2112, 84385, 9 12 24 27 35 36 $2.10 M/0, 318292, 11 20 26 28 33 $110000.00, , 8 12 19 47 58 +2 x2 $37.00 M/0,
THU - MID, 8/27/2020, 056, 7886, 61784, , , , , ,
THU - EVE, 8/27/2020, 419, 7355, 26578, , , 1 3 12 13 37 $120000.00, , ,7 8 12 21 36 +40
FRI - MID, 8/28/2020, 788, 4075, 45638, , , , , ,
FRI - EVE, 8/28/2020, 195, 2822, 54398, , , 4 9 11 21 32 $100000.00, 3 9 50 53 64 +1 x3 $68.00 M/0, ,
SAT - MID, 8/29/2020, 153, 8440, 59904, , , , , ,
SAT - EVE, 8/29/2020, 511, 2341, 58451, 1 19 39 43 46 48 $2.20 M/0, 060412, 6 10 25 33 36 $110000.00, , 5 21 22 29 43 +10 x2 $47.00 M/0,
SUN - MID, 8/30/2020, 909, 9949, 62055, , , , , ,
SUN - EVE, 8/30/2020, 349, 7302, 42394, , , 4 6 20 21 24 $120000.00, , ,
MON - MID, 8/31/2020, 208, 5513, 50080, , , , , ,
MON - EVE, 8/31/2020, 381, 2204, 00269, 4 13 20 27 38 40 $2.30 M/0, 209510, 2 5 16 17 21 $130000.00, , ,3 9 14 18 25 +111
TUE - MID, 9/1/2020, 912, 8298, 04799, , , , , ,
TUE - EVE, 9/1/2020, 094, 1237, 69575, , , 11 12 13 18 35 $100000.00, 15 25 26 38 47 +22 x4 $78.00 M/0, ,
WED - MID, 9/2/2020, 800, 8563, 78983, , , , , ,
WED - EVE, 9/2/2020, 603, 9243, 19633, 3 13 18 19 34 44 $2.40 M/0, 138609, 5 7 19 29 33 $110000.00, , 1 4 11 20 69 +18 x2 $56.00 M/0,
THU - MID, 9/3/2020, 497, 8450, 23039, , , , , ,
THU - EVE, 9/3/2020, 350, 2372, 42470, , , 10 17 26 32 34 $120000.00, , ,1 4 13 26 37 +130
FRI - MID, 9/4/2020, 580, 3671, 18958, , , , , ,
FRI - EVE, 9/4/2020, 647, 8702, 14183, , , 4 8 27 35 36 $100000.00, 19 22 24 28 53 +25 x3 $88.00 M/0, ,
SAT - MID, 9/5/2020, 463, 3255, 54425, , , , , ,
